order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
1637140,01-04-19,0,unknown,unknown,P1656,BRAND_G,1,2913000,2913000
1637515,01-04-19,14606,Jakarta Barat,DKI Jakarta,P3286,BRAND_S,3,1325000,3975000
1637692,01-04-19,0,unknown,unknown,P0875,BRAND_C,1,1164000,1164000
1637140,01-04-19,0,unknown,unknown,P4028,BRAND_W,35,873000,30555000
1637458,01-04-19,16356,Depok,Jawa Barat,P0164,BRAND_A,3,747000,2241000
1637515,01-04-19,14606,Jakarta Barat,DKI Jakarta,P0415,BRAND_B,2,450000,900000
1637293,01-04-19,13408,Jakarta Timur,DKI Jakarta,P2781,BRAND_P,2,520000,1040000
1637158,01-04-19,13344,Bogor,Jawa Barat,P1772,BRAND_H,12,240000,2880000
1637515,01-04-19,14606,Jakarta Barat,DKI Jakarta,P0071,BRAND_A,1,695000,695000
1637686,01-04-19,0,unknown,unknown,P1742,BRAND_H,1,590000,590000
1637692,01-04-19,0,unknown,unknown,P0428,BRAND_B,1,1465000,1465000
1637446,01-04-19,14012,Bogor,Jawa Barat,P0490,BRAND_B,6,1920000,11520000
1637608,01-04-19,17162,Yogyakarta,Yogyakarta,P1508,BRAND_G,6,904000,5424000
1637686,01-04-19,0,unknown,unknown,P1552,BRAND_G,1,2039000,2039000
1637146,01-04-19,0,unknown,unknown,P1912,BRAND_J,11,1458000,16038000
1637686,01-04-19,0,unknown,unknown,P1268,BRAND_F,1,1748000,1748000
1637527,01-04-19,15498,Semarang,Jawa Tengah,P1830,BRAND_I,2,2987000,5974000
1637146,01-04-19,0,unknown,unknown,P1902,BRAND_J,1,1458000,1458000
1637149,01-04-19,0,unknown,unknown,P1780,BRAND_H,1,4083000,4083000
1637563,01-04-19,14817,Jakarta Pusat,DKI Jakarta,P2236,BRAND_M,4,1325000,5300000
1637605,01-04-19,17841,Jakarta Utara,DKI Jakarta,P2841,BRAND_P,3,1045000,3135000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P1314,BRAND_F,2,310000,620000
1637506,01-04-19,17654,Jakarta Pusat,DKI Jakarta,P2155,BRAND_M,2,1745000,3490000
1637392,01-04-19,16225,Yogyakarta,Yogyakarta,P1699,BRAND_H,6,450000,2700000
1637140,01-04-19,0,unknown,unknown,P0169,BRAND_A,1,2913000,2913000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P0241,BRAND_A,1,747000,747000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P0064,BRAND_A,3,695000,2085000
1637152,01-04-19,0,unknown,unknown,P2770,BRAND_P,1,1458000,1458000
1637278,01-04-19,16316,Jakarta Timur,DKI Jakarta,P2480,BRAND_P,6,1325000,7950000
1637689,01-04-19,15869,Jakarta Barat,DKI Jakarta,P0711,BRAND_C,4,520000,2080000
1637125,01-04-19,14915,Bekasi,Jawa Barat,P1715,BRAND_H,12,310000,3720000
1637698,01-04-19,17817,Jakarta Barat,DKI Jakarta,P1616,BRAND_G,1,1325000,1325000
1637140,01-04-19,0,unknown,unknown,P4086,BRAND_W,113,873000,98649000
1637158,01-04-19,13344,Bogor,Jawa Barat,P2335,BRAND_N,8,695000,5560000
1637146,01-04-19,0,unknown,unknown,P1915,BRAND_J,7,1458000,10206000
1637140,01-04-19,0,unknown,unknown,P2445,BRAND_P,37,740000,27380000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P1316,BRAND_F,1,310000,310000
1637140,01-04-19,0,unknown,unknown,P2580,BRAND_P,5,2039000,10195000
1637650,01-04-19,15974,Jakarta Barat,DKI Jakarta,P0784,BRAND_C,4,2025000,8100000
1637686,01-04-19,0,unknown,unknown,P0776,BRAND_C,1,583000,583000
1637437,01-04-19,14214,Jakarta Pusat,DKI Jakarta,P3388,BRAND_S,10,450000,4500000
1637278,01-04-19,16316,Jakarta Timur,DKI Jakarta,P3531,BRAND_S,12,310000,3720000
1637149,01-04-19,0,unknown,unknown,P3635,BRAND_S,1,1748000,1748000
1637686,01-04-19,0,unknown,unknown,P1794,BRAND_H,3,1164000,3492000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P0523,BRAND_B,2,450000,900000
1637152,01-04-19,0,unknown,unknown,P3197,BRAND_S,1,3789000,3789000
1637692,01-04-19,0,unknown,unknown,P2079,BRAND_L,1,1164000,1164000
1637686,01-04-19,0,unknown,unknown,P1699,BRAND_H,5,873000,4365000
1637605,01-04-19,17841,Jakarta Utara,DKI Jakarta,P4086,BRAND_W,2,310000,620000
1637692,01-04-19,0,unknown,unknown,P1421,BRAND_F,2,873000,1746000
1637686,01-04-19,0,unknown,unknown,P2389,BRAND_O,1,1034000,1034000
1637119,01-04-19,12712,Denpasar,Bali,P4071,BRAND_W,6,1045000,6270000
1637245,01-04-19,17381,Jakarta Selatan,DKI Jakarta,P1868,BRAND_J,60,1325000,79500000
1637692,01-04-19,0,unknown,unknown,P3014,BRAND_R,1,583000,583000
1637605,01-04-19,17841,Jakarta Utara,DKI Jakarta,P4017,BRAND_W,1,1325000,1325000
1637686,01-04-19,0,unknown,unknown,P3107,BRAND_S,1,583000,583000
1637158,01-04-19,13344,Bogor,Jawa Barat,P1305,BRAND_F,4,1325000,5300000
1637392,01-04-19,16225,Yogyakarta,Yogyakarta,P0329,BRAND_B,3,205000,615000
1637686,01-04-19,0,unknown,unknown,P3764,BRAND_T,1,303000,303000
1637437,01-04-19,14214,Jakarta Pusat,DKI Jakarta,P3510,BRAND_S,8,747000,5976000
1637686,01-04-19,0,unknown,unknown,P2249,BRAND_M,1,4083000,4083000
1637149,01-04-19,0,unknown,unknown,P3344,BRAND_S,2,1325000,2650000
1637146,01-04-19,0,unknown,unknown,P0104,BRAND_A,1,873000,873000
1637140,01-04-19,0,unknown,unknown,P0122,BRAND_A,4,1458000,5832000
1637686,01-04-19,0,unknown,unknown,P0219,BRAND_A,2,2039000,4078000
1637146,01-04-19,0,unknown,unknown,P3956,BRAND_W,1,1748000,1748000
1637686,01-04-19,0,unknown,unknown,P3431,BRAND_S,1,873000,873000
1637140,01-04-19,0,unknown,unknown,P0789,BRAND_C,1,873000,873000
1637692,01-04-19,0,unknown,unknown,P0031,BRAND_A,6,590000,3540000
1637617,01-04-19,15752,Yogyakarta,Yogyakarta,P0941,BRAND_C,2,2095000,4190000
1637140,01-04-19,0,unknown,unknown,P0709,BRAND_C,16,1458000,23328000
1637686,01-04-19,0,unknown,unknown,P2892,BRAND_R,1,1027000,1027000
